what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222553167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222553182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222553307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222554761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222556653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222556684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222556809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222559013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222577755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1331222577802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222596889
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222599296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222599343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222600281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331222601844
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1331222604548
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1331222608754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222611804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222611976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222612946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222613306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222613463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222613650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222613854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222614104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222614276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331222614480
