what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1331238234518
executed,command,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.command.SynchronizeCommand",1331238242328
activated,perspective,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1331238242688
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1331238242829
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.sync.views.SynchronizeView",1331238242891
opened,editor,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare.CompareEditor",1331238250779
activated,editor,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare.CompareEditor",1331238250826
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.sync.views.SynchronizeView",1331238262267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238265069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238265131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238265257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238266696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238267573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238269185
closed,editor,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare.CompareEditor",1331238269576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238273098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238273192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238273318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238276643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238277553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238281223
activated,perspective,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.perspective",1331238283983
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1331238284171
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1331238286571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238289755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238293864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1331238294005
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331238297660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.exit",1331238299479
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1331238299636
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1331238299651
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1331238299683
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1331238299698
